ip,size,status0,status1,status2,status3,status4,status5,status6,status7,status8,metodo0,metodo1,metodo2,metodo3,metodo4,tamanho_recurso,detected
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
1162061516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
1162061516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1
1162061516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
1162061516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
1162061516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,73,1
1981086716,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
1981086716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,81,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,81,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
116206147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1
182017132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
182017132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
182016594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,1
182017132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
182016594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,82,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,81,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,81,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,81,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83,1
182017132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
182017132,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,1
182017132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1
182016594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1
182016594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,1
182016594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162061516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,82,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
1820167114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
1820167114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,82,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
1820167114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
1820167114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1
1820167114,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1
1820167114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,84,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,82,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,82,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,1
18017899174,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,1
18017899174,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
18017899174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1
17658124134,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,2
18021424758,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
18021424758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18017899174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1
18021424758,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,1
18021424758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1
