ip,size,status0,status1,status2,status3,status4,status5,status6,status7,status8,metodo0,metodo1,metodo2,metodo3,metodo4,tamanho_recurso,detected
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
64233173163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
12018879166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,3
114124140153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
114124140168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1
114124140153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,77,3
64233173163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,3
